Region,Provider,Specialty,KPI Value,KPI Name,Date
Midlands,Little Aston Hospital – Spire,"Ear, Nose and Throat",n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Little Aston Hospital – Spire,General Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Little Aston Hospital – Spire,Gynaecology,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Little Aston Hospital – Spire,Orthopaedics,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Little Aston Hospital – Spire,Pain Management,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Newark – Spamedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Newcastle-Under-Lyme – Spamedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,North Staffordshire – Nuffield,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,North Staffordshire – Nuffield,Spinal Surgery,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,North Staffordshire – Nuffield,Orthopaedics,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton – CHEC,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton – Newmedica,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Cardiac Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Cardiology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Colorectal,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Dermatology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,"Ear, Nose and Throat",17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Gastroenterology,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,General Surgery,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Gynaecology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Haematology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Maxillofacial Surgery,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Oncology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Ophthalmology,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Oral Surgery,32 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Orthopaedics,25 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Paediatrics,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Paediatric Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Pain Management,26 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Plastic Surgery,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Respiratory,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Urology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Northampton General Hospital NHS Trust,Vascular,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham – CHEC,Ophthalmology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham – One Health Group,Orthopaedics,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Hospital – Spire,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Hospital – Spire,Orthopaedics,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Hospital – Spire,Urology,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Cardiology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Colorectal,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Dermatology,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,"Ear, Nose and Throat",26 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Gastroenterology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,General Surgery,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Gynaecology,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Neurology,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Neurosurgery,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Ophthalmology,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Orthopaedics,7 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Paediatrics,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Paediatric Surgery,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Plastic Surgery,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Respiratory and Sleep Medicine,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Rheumatology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Spinal Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Upper Gastrointestinal Surgery,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Urology,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham University Hospitals NHS Trust,Vascular,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Woodthorpe Hospital – Ramsay,Gastroenterology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Woodthorpe Hospital – Ramsay,General Surgery,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Woodthorpe Hospital – Ramsay,Gynaecology,29 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Woodthorpe Hospital – Ramsay,Orthopaedics,25 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Woodthorpe Hospital – Ramsay,Pain Management,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Woodthorpe Hospital – Ramsay,Spinal Surgery,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Nottingham Woodthorpe Hospital – Ramsay,Urology,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Parkway Hospital – Spire,General Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Parkway Hospital – Spire,Gynaecology,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Parkway Hospital – Spire,Orthopaedics,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Parkway Hospital – Spire,Spinal Surgery,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Rowley Hall Hospital – Ramsay,Dermatology,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Rowley Hall Hospital – Ramsay,Endocrinology,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Rowley Hall Hospital – Ramsay,Gastroenterology,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
Midlands,Rowley Hall Hospital – Ramsay,General Surgery,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
